from;to;polyline;weight
Amnat Charoen;Amnat Charoen;LINESTRING(104.72915159 15.8623982644, 104.72915159 15.8623982644);0.0
Ang Thong;Amnat Charoen;LINESTRING(100.34145623 14.6380639474, 104.72915159 15.8623982644);0.0
Amnat Charoen;Phra Nakhon Si Ayutthaya;LINESTRING(104.72915159 15.8623982644, 100.514170724 14.4207801749);1.0
Amnat Charoen;Bangkok;LINESTRING(104.72915159 15.8623982644, 100.557322973 13.7175975701);47.0
Bueng Kan;Amnat Charoen;LINESTRING(103.722237352 18.0575482114, 104.72915159 15.8623982644);0.0
Amnat Charoen;Buriram;LINESTRING(104.72915159 15.8623982644, 102.967514344 15.1005920882);6.0
Amnat Charoen;Chonburi;LINESTRING(104.72915159 15.8623982644, 101.121827441 13.0460828469);5.0
Chachoengsao;Amnat Charoen;LINESTRING(101.41696414 13.5412867511, 104.72915159 15.8623982644);0.0
Amnat Charoen;Chiang Mai;LINESTRING(104.72915159 15.8623982644, 98.7736976232 18.9084414401);3.0
Chai Nat;Amnat Charoen;LINESTRING(99.9966639648 15.1889341114, 104.72915159 15.8623982644);0.0
Chaiyaphum;Amnat Charoen;LINESTRING(101.950256984 16.1453092103, 104.72915159 15.8623982644);0.0
Chumphon;Amnat Charoen;LINESTRING(98.9038728634 10.2984795764, 104.72915159 15.8623982644);0.0
Amnat Charoen;Chiang Rai;LINESTRING(104.72915159 15.8623982644, 99.8463306614 19.7614170952);2.0
Amnat Charoen;Chanthaburi;LINESTRING(104.72915159 15.8623982644, 102.128935757 12.7850531428);1.0
Krabi;Amnat Charoen;LINESTRING(98.8832146297 7.9091448048, 104.72915159 15.8623982644);0.0
Amnat Charoen;Khon Kaen;LINESTRING(104.72915159 15.8623982644, 102.47117486 16.4033200124);11.0
Kamphaeng Phet;Amnat Charoen;LINESTRING(99.4840870778 16.3504084467, 104.72915159 15.8623982644);0.0
Amnat Charoen;Kanchanaburi;LINESTRING(104.72915159 15.8623982644, 99.0508269362 14.6142660015);1.0
Amnat Charoen;Kalasin;LINESTRING(104.72915159 15.8623982644, 103.623492533 16.5959516038);1.0
Amnat Charoen;Loei Province;LINESTRING(104.72915159 15.8623982644, 101.552343004 17.4924428641);2.0
Lampang;Amnat Charoen;LINESTRING(99.5103521938 18.2741029435, 104.72915159 15.8623982644);0.0
Lamphun;Amnat Charoen;LINESTRING(98.9674006597 18.0768881064, 104.72915159 15.8623982644);0.0
Lopburi Province;Amnat Charoen;LINESTRING(100.897002401 15.11760038, 104.72915159 15.8623982644);0.0
Amnat Charoen;Mukdahan;LINESTRING(104.72915159 15.8623982644, 104.435295454 16.5902346448);18.0
Amnat Charoen;Maha Sarakham;LINESTRING(104.72915159 15.8623982644, 103.187269825 16.0737469859);7.0
Mae Hong Son;Amnat Charoen;LINESTRING(97.9474324868 18.7273332925, 104.72915159 15.8623982644);0.0
Nan;Amnat Charoen;LINESTRING(100.817084443 18.8280594829, 104.72915159 15.8623982644);0.0
Amnat Charoen;Nonthaburi;LINESTRING(104.72915159 15.8623982644, 100.356517706 13.9498544093);5.0
Nong Bua Lam Phu;Amnat Charoen;LINESTRING(102.244010092 17.1948308266, 104.72915159 15.8623982644);0.0
Amnat Charoen;Nong Khai;LINESTRING(104.72915159 15.8623982644, 102.77240708 17.9729280256);1.0
Amnat Charoen;Nakhon Ratchasima;LINESTRING(104.72915159 15.8623982644, 102.162650043 15.0280360626);11.0
Amnat Charoen;Nakhon Phanom;LINESTRING(104.72915159 15.8623982644, 104.319004039 17.4294095463);7.0
Nakhon Pathom;Amnat Charoen;LINESTRING(100.068033595 13.8876112057, 104.72915159 15.8623982644);0.0
Nakhon Si Thammarat;Amnat Charoen;LINESTRING(99.7073199322 8.51358626995, 104.72915159 15.8623982644);0.0
Nakhon Sawan;Amnat Charoen;LINESTRING(99.9869845225 15.6823145632, 104.72915159 15.8623982644);0.0
Narathiwat;Amnat Charoen;LINESTRING(101.751727633 6.12680622765, 104.72915159 15.8623982644);0.0
Nakhon Nayok;Amnat Charoen;LINESTRING(101.218224714 14.262571957, 104.72915159 15.8623982644);0.0
Amnat Charoen;Phetchaburi;LINESTRING(104.72915159 15.8623982644, 99.6075392745 12.9986537807);3.0
Phichit;Amnat Charoen;LINESTRING(100.409668319 16.2635958818, 104.72915159 15.8623982644);0.0
Prachuap Khiri Khan;Amnat Charoen;LINESTRING(99.5777392025 11.8001333794, 104.72915159 15.8623982644);0.0
Phuket;Amnat Charoen;LINESTRING(98.2727379223 7.86370621154, 104.72915159 15.8623982644);0.0
Phatthalung;Amnat Charoen;LINESTRING(100.045088379 7.45917876629, 104.72915159 15.8623982644);0.0
Phitsanulok;Amnat Charoen;LINESTRING(100.518454781 17.0947359704, 104.72915159 15.8623982644);0.0
Phang Nga;Amnat Charoen;LINESTRING(98.1018967416 8.69774345234, 104.72915159 15.8623982644);0.0
Amnat Charoen;Phetchabun;LINESTRING(104.72915159 15.8623982644, 101.242596454 16.3926965851);1.0
Phrae;Amnat Charoen;LINESTRING(100.012937431 18.2139119856, 104.72915159 15.8623982644);0.0
Prachinburi;Amnat Charoen;LINESTRING(101.618777543 14.0445407759, 104.72915159 15.8623982644);0.0
Amnat Charoen;Pathum Thani;LINESTRING(104.72915159 15.8623982644, 100.56915304 14.0830923585);2.0
Pattani;Amnat Charoen;LINESTRING(101.347821677 6.73989916225, 104.72915159 15.8623982644);0.0
Phayao;Amnat Charoen;LINESTRING(100.225624368 19.2180780435, 104.72915159 15.8623982644);0.0
Amnat Charoen;Ratchaburi;LINESTRING(104.72915159 15.8623982644, 99.5857449774 13.5495309307);3.0
Amnat Charoen;Roi Et;LINESTRING(104.72915159 15.8623982644, 103.828448191 15.9385220182);9.0
Ranong;Amnat Charoen;LINESTRING(98.563678981 9.92248571424, 104.72915159 15.8623982644);0.0
Amnat Charoen;Rayong;LINESTRING(104.72915159 15.8623982644, 101.343222133 12.8409659694);1.0
Amnat Charoen;Sing Buri;LINESTRING(104.72915159 15.8623982644, 100.320977667 14.8716158255);1.0
Songkhla;Amnat Charoen;LINESTRING(100.548759187 6.94884143693, 104.72915159 15.8623982644);0.0
Samut Songkhram;Amnat Charoen;LINESTRING(99.9367402385 13.3593198916, 104.72915159 15.8623982644);0.0
Samut Sakhon;Amnat Charoen;LINESTRING(100.177263278 13.5962888145, 104.72915159 15.8623982644);0.0
Sa Kaeo;Amnat Charoen;LINESTRING(102.332311439 13.6777234283, 104.72915159 15.8623982644);0.0
Surat Thani;Amnat Charoen;LINESTRING(99.099159387 9.13381321812, 104.72915159 15.8623982644);0.0
Amnat Charoen;Sakon Nakhon;LINESTRING(104.72915159 15.8623982644, 103.822703129 17.5131235152);8.0
Suphan Buri;Amnat Charoen;LINESTRING(99.8038953973 14.648468015, 104.72915159 15.8623982644);0.0
Amnat Charoen;Samut Prakan;LINESTRING(104.72915159 15.8623982644, 100.622262423 13.5941395905);6.0
Amnat Charoen;Saraburi;LINESTRING(104.72915159 15.8623982644, 101.026016661 14.6689938567);1.0
Amnat Charoen;Surin;LINESTRING(104.72915159 15.8623982644, 103.655766949 14.9277736873);1.0
Amnat Charoen;Sisaket;LINESTRING(104.72915159 15.8623982644, 104.40982653 14.9516411754);9.0
Sukhothai;Amnat Charoen;LINESTRING(99.7963503647 17.3641392291, 104.72915159 15.8623982644);0.0
Satun;Amnat Charoen;LINESTRING(99.5703559981 6.7318170405, 104.72915159 15.8623982644);0.0
Tak;Amnat Charoen;LINESTRING(98.6551659992 16.6465147647, 104.72915159 15.8623982644);0.0
Trang;Amnat Charoen;LINESTRING(99.3599859433 7.48356217488, 104.72915159 15.8623982644);0.0
Trat;Amnat Charoen;LINESTRING(102.503195011 12.1382302437, 104.72915159 15.8623982644);0.0
Amnat Charoen;Ubon Ratchathani;LINESTRING(104.72915159 15.8623982644, 104.950118622 15.2036640615);185.0
Amnat Charoen;Udon Thani;LINESTRING(104.72915159 15.8623982644, 102.840541098 17.512721051);4.0
Uttaradit;Amnat Charoen;LINESTRING(100.431418199 17.7260698659, 104.72915159 15.8623982644);0.0
Uthai Thani;Amnat Charoen;LINESTRING(99.5807809841 15.3329804403, 104.72915159 15.8623982644);0.0
Yala;Amnat Charoen;LINESTRING(101.188657942 6.16406279095, 104.72915159 15.8623982644);0.0
Amnat Charoen;Yasothon;LINESTRING(104.72915159 15.8623982644, 104.371511185 15.8497001429);21.0
Ang Thong;Ang Thong;LINESTRING(100.34145623 14.6380639474, 100.34145623 14.6380639474);0.0
Ang Thong;Phra Nakhon Si Ayutthaya;LINESTRING(100.34145623 14.6380639474, 100.514170724 14.4207801749);666.0
Ang Thong;Bangkok;LINESTRING(100.34145623 14.6380639474, 100.557322973 13.7175975701);560.0
Bueng Kan;Ang Thong;LINESTRING(103.722237352 18.0575482114, 100.34145623 14.6380639474);0.0
Ang Thong;Buriram;LINESTRING(100.34145623 14.6380639474, 102.967514344 15.1005920882);1.0
Ang Thong;Chonburi;LINESTRING(100.34145623 14.6380639474, 101.121827441 13.0460828469);37.0
Ang Thong;Chachoengsao;LINESTRING(100.34145623 14.6380639474, 101.41696414 13.5412867511);7.0
Ang Thong;Chiang Mai;LINESTRING(100.34145623 14.6380639474, 98.7736976232 18.9084414401);13.0
Ang Thong;Chai Nat;LINESTRING(100.34145623 14.6380639474, 99.9966639648 15.1889341114);14.0
Ang Thong;Chaiyaphum;LINESTRING(100.34145623 14.6380639474, 101.950256984 16.1453092103);1.0
Ang Thong;Chumphon;LINESTRING(100.34145623 14.6380639474, 98.9038728634 10.2984795764);1.0
Ang Thong;Chiang Rai;LINESTRING(100.34145623 14.6380639474, 99.8463306614 19.7614170952);8.0
Ang Thong;Chanthaburi;LINESTRING(100.34145623 14.6380639474, 102.128935757 12.7850531428);2.0
Ang Thong;Krabi;LINESTRING(100.34145623 14.6380639474, 98.8832146297 7.9091448048);2.0
Ang Thong;Khon Kaen;LINESTRING(100.34145623 14.6380639474, 102.47117486 16.4033200124);3.0
Ang Thong;Kamphaeng Phet;LINESTRING(100.34145623 14.6380639474, 99.4840870778 16.3504084467);4.0
Ang Thong;Kanchanaburi;LINESTRING(100.34145623 14.6380639474, 99.0508269362 14.6142660015);7.0
Ang Thong;Kalasin;LINESTRING(100.34145623 14.6380639474, 103.623492533 16.5959516038);1.0
Loei Province;Ang Thong;LINESTRING(101.552343004 17.4924428641, 100.34145623 14.6380639474);0.0
Ang Thong;Lampang;LINESTRING(100.34145623 14.6380639474, 99.5103521938 18.2741029435);7.0
Lamphun;Ang Thong;LINESTRING(98.9674006597 18.0768881064, 100.34145623 14.6380639474);0.0
Ang Thong;Lopburi Province;LINESTRING(100.34145623 14.6380639474, 100.897002401 15.11760038);34.0
Ang Thong;Mukdahan;LINESTRING(100.34145623 14.6380639474, 104.435295454 16.5902346448);2.0
Ang Thong;Maha Sarakham;LINESTRING(100.34145623 14.6380639474, 103.187269825 16.0737469859);1.0
Mae Hong Son;Ang Thong;LINESTRING(97.9474324868 18.7273332925, 100.34145623 14.6380639474);0.0
Nan;Ang Thong;LINESTRING(100.817084443 18.8280594829, 100.34145623 14.6380639474);0.0
Ang Thong;Nonthaburi;LINESTRING(100.34145623 14.6380639474, 100.356517706 13.9498544093);102.0
Nong Bua Lam Phu;Ang Thong;LINESTRING(102.244010092 17.1948308266, 100.34145623 14.6380639474);0.0
Ang Thong;Nong Khai;LINESTRING(100.34145623 14.6380639474, 102.77240708 17.9729280256);1.0
Ang Thong;Nakhon Ratchasima;LINESTRING(100.34145623 14.6380639474, 102.162650043 15.0280360626);18.0
Ang Thong;Nakhon Phanom;LINESTRING(100.34145623 14.6380639474, 104.319004039 17.4294095463);1.0
Ang Thong;Nakhon Pathom;LINESTRING(100.34145623 14.6380639474, 100.068033595 13.8876112057);40.0
Nakhon Si Thammarat;Ang Thong;LINESTRING(99.7073199322 8.51358626995, 100.34145623 14.6380639474);0.0
Ang Thong;Nakhon Sawan;LINESTRING(100.34145623 14.6380639474, 99.9869845225 15.6823145632);38.0
Narathiwat;Ang Thong;LINESTRING(101.751727633 6.12680622765, 100.34145623 14.6380639474);0.0
Ang Thong;Nakhon Nayok;LINESTRING(100.34145623 14.6380639474, 101.218224714 14.262571957);6.0
Ang Thong;Phetchaburi;LINESTRING(100.34145623 14.6380639474, 99.6075392745 12.9986537807);9.0
Ang Thong;Phichit;LINESTRING(100.34145623 14.6380639474, 100.409668319 16.2635958818);3.0
Ang Thong;Prachuap Khiri Khan;LINESTRING(100.34145623 14.6380639474, 99.5777392025 11.8001333794);8.0
Phuket;Ang Thong;LINESTRING(98.2727379223 7.86370621154, 100.34145623 14.6380639474);0.0
Phatthalung;Ang Thong;LINESTRING(100.045088379 7.45917876629, 100.34145623 14.6380639474);0.0
Ang Thong;Phitsanulok;LINESTRING(100.34145623 14.6380639474, 100.518454781 17.0947359704);11.0
Ang Thong;Phang Nga;LINESTRING(100.34145623 14.6380639474, 98.1018967416 8.69774345234);1.0
Ang Thong;Phetchabun;LINESTRING(100.34145623 14.6380639474, 101.242596454 16.3926965851);4.0
Ang Thong;Phrae;LINESTRING(100.34145623 14.6380639474, 100.012937431 18.2139119856);3.0
Ang Thong;Prachinburi;LINESTRING(100.34145623 14.6380639474, 101.618777543 14.0445407759);2.0
Ang Thong;Pathum Thani;LINESTRING(100.34145623 14.6380639474, 100.56915304 14.0830923585);171.0
Pattani;Ang Thong;LINESTRING(101.347821677 6.73989916225, 100.34145623 14.6380639474);0.0
Ang Thong;Phayao;LINESTRING(100.34145623 14.6380639474, 100.225624368 19.2180780435);5.0
Ang Thong;Ratchaburi;LINESTRING(100.34145623 14.6380639474, 99.5857449774 13.5495309307);9.0
Ang Thong;Roi Et;LINESTRING(100.34145623 14.6380639474, 103.828448191 15.9385220182);1.0
Ranong;Ang Thong;LINESTRING(98.563678981 9.92248571424, 100.34145623 14.6380639474);0.0
Ang Thong;Rayong;LINESTRING(100.34145623 14.6380639474, 101.343222133 12.8409659694);7.0
Ang Thong;Sing Buri;LINESTRING(100.34145623 14.6380639474, 100.320977667 14.8716158255);132.0
Songkhla;Ang Thong;LINESTRING(100.548759187 6.94884143693, 100.34145623 14.6380639474);0.0
Ang Thong;Samut Songkhram;LINESTRING(100.34145623 14.6380639474, 99.9367402385 13.3593198916);9.0
Ang Thong;Samut Sakhon;LINESTRING(100.34145623 14.6380639474, 100.177263278 13.5962888145);11.0
Ang Thong;Sa Kaeo;LINESTRING(100.34145623 14.6380639474, 102.332311439 13.6777234283);1.0
Ang Thong;Surat Thani;LINESTRING(100.34145623 14.6380639474, 99.099159387 9.13381321812);2.0
Sakon Nakhon;Ang Thong;LINESTRING(103.822703129 17.5131235152, 100.34145623 14.6380639474);0.0
Ang Thong;Suphan Buri;LINESTRING(100.34145623 14.6380639474, 99.8038953973 14.648468015);123.0
Ang Thong;Samut Prakan;LINESTRING(100.34145623 14.6380639474, 100.622262423 13.5941395905);36.0
Ang Thong;Saraburi;LINESTRING(100.34145623 14.6380639474, 101.026016661 14.6689938567);25.0
Surin;Ang Thong;LINESTRING(103.655766949 14.9277736873, 100.34145623 14.6380639474);0.0
Sisaket;Ang Thong;LINESTRING(104.40982653 14.9516411754, 100.34145623 14.6380639474);0.0
Ang Thong;Sukhothai;LINESTRING(100.34145623 14.6380639474, 99.7963503647 17.3641392291);3.0
Satun;Ang Thong;LINESTRING(99.5703559981 6.7318170405, 100.34145623 14.6380639474);0.0
Ang Thong;Tak;LINESTRING(100.34145623 14.6380639474, 98.6551659992 16.6465147647);4.0
Trang;Ang Thong;LINESTRING(99.3599859433 7.48356217488, 100.34145623 14.6380639474);0.0
Ang Thong;Trat;LINESTRING(100.34145623 14.6380639474, 102.503195011 12.1382302437);1.0
Ang Thong;Ubon Ratchathani;LINESTRING(100.34145623 14.6380639474, 104.950118622 15.2036640615);1.0
Ang Thong;Udon Thani;LINESTRING(100.34145623 14.6380639474, 102.840541098 17.512721051);1.0
Ang Thong;Uttaradit;LINESTRING(100.34145623 14.6380639474, 100.431418199 17.7260698659);6.0
Ang Thong;Uthai Thani;LINESTRING(100.34145623 14.6380639474, 99.5807809841 15.3329804403);16.0
Yala;Ang Thong;LINESTRING(101.188657942 6.16406279095, 100.34145623 14.6380639474);0.0
Yasothon;Ang Thong;LINESTRING(104.371511185 15.8497001429, 100.34145623 14.6380639474);0.0
Phra Nakhon Si Ayutthaya;Phra Nakhon Si Ayutthaya;LINESTRING(100.514170724 14.4207801749, 100.514170724 14.4207801749);0.0
Phra Nakhon Si Ayutthaya;Bangkok;LINESTRING(100.514170724 14.4207801749, 100.557322973 13.7175975701);8056.0
Phra Nakhon Si Ayutthaya;Bueng Kan;LINESTRING(100.514170724 14.4207801749, 103.722237352 18.0575482114);3.0
Phra Nakhon Si Ayutthaya;Buriram;LINESTRING(100.514170724 14.4207801749, 102.967514344 15.1005920882);35.0
Phra Nakhon Si Ayutthaya;Chonburi;LINESTRING(100.514170724 14.4207801749, 101.121827441 13.0460828469);730.0
Phra Nakhon Si Ayutthaya;Chachoengsao;LINESTRING(100.514170724 14.4207801749, 101.41696414 13.5412867511);128.0
Phra Nakhon Si Ayutthaya;Chiang Mai;LINESTRING(100.514170724 14.4207801749, 98.7736976232 18.9084414401);191.0
Phra Nakhon Si Ayutthaya;Chai Nat;LINESTRING(100.514170724 14.4207801749, 99.9966639648 15.1889341114);89.0
Phra Nakhon Si Ayutthaya;Chaiyaphum;LINESTRING(100.514170724 14.4207801749, 101.950256984 16.1453092103);20.0
Phra Nakhon Si Ayutthaya;Chumphon;LINESTRING(100.514170724 14.4207801749, 98.9038728634 10.2984795764);28.0
Phra Nakhon Si Ayutthaya;Chiang Rai;LINESTRING(100.514170724 14.4207801749, 99.8463306614 19.7614170952);46.0
Phra Nakhon Si Ayutthaya;Chanthaburi;LINESTRING(100.514170724 14.4207801749, 102.128935757 12.7850531428);82.0
Phra Nakhon Si Ayutthaya;Krabi;LINESTRING(100.514170724 14.4207801749, 98.8832146297 7.9091448048);51.0
Phra Nakhon Si Ayutthaya;Khon Kaen;LINESTRING(100.514170724 14.4207801749, 102.47117486 16.4033200124);79.0
Phra Nakhon Si Ayutthaya;Kamphaeng Phet;LINESTRING(100.514170724 14.4207801749, 99.4840870778 16.3504084467);47.0
Phra Nakhon Si Ayutthaya;Kanchanaburi;LINESTRING(100.514170724 14.4207801749, 99.0508269362 14.6142660015);129.0
Phra Nakhon Si Ayutthaya;Kalasin;LINESTRING(100.514170724 14.4207801749, 103.623492533 16.5959516038);11.0
Phra Nakhon Si Ayutthaya;Loei Province;LINESTRING(100.514170724 14.4207801749, 101.552343004 17.4924428641);11.0
Phra Nakhon Si Ayutthaya;Lampang;LINESTRING(100.514170724 14.4207801749, 99.5103521938 18.2741029435);36.0
Phra Nakhon Si Ayutthaya;Lamphun;LINESTRING(100.514170724 14.4207801749, 98.9674006597 18.0768881064);7.0
Phra Nakhon Si Ayutthaya;Lopburi Province;LINESTRING(100.514170724 14.4207801749, 100.897002401 15.11760038);315.0
Phra Nakhon Si Ayutthaya;Mukdahan;LINESTRING(100.514170724 14.4207801749, 104.435295454 16.5902346448);7.0
Phra Nakhon Si Ayutthaya;Maha Sarakham;LINESTRING(100.514170724 14.4207801749, 103.187269825 16.0737469859);48.0
Phra Nakhon Si Ayutthaya;Mae Hong Son;LINESTRING(100.514170724 14.4207801749, 97.9474324868 18.7273332925);4.0
Phra Nakhon Si Ayutthaya;Nan;LINESTRING(100.514170724 14.4207801749, 100.817084443 18.8280594829);9.0
Phra Nakhon Si Ayutthaya;Nonthaburi;LINESTRING(100.514170724 14.4207801749, 100.356517706 13.9498544093);935.0
Phra Nakhon Si Ayutthaya;Nong Bua Lam Phu;LINESTRING(100.514170724 14.4207801749, 102.244010092 17.1948308266);2.0
Phra Nakhon Si Ayutthaya;Nong Khai;LINESTRING(100.514170724 14.4207801749, 102.77240708 17.9729280256);17.0
Phra Nakhon Si Ayutthaya;Nakhon Ratchasima;LINESTRING(100.514170724 14.4207801749, 102.162650043 15.0280360626);629.0
Phra Nakhon Si Ayutthaya;Nakhon Phanom;LINESTRING(100.514170724 14.4207801749, 104.319004039 17.4294095463);6.0
Phra Nakhon Si Ayutthaya;Nakhon Pathom;LINESTRING(100.514170724 14.4207801749, 100.068033595 13.8876112057);366.0
Phra Nakhon Si Ayutthaya;Nakhon Si Thammarat;LINESTRING(100.514170724 14.4207801749, 99.7073199322 8.51358626995);9.0
Phra Nakhon Si Ayutthaya;Nakhon Sawan;LINESTRING(100.514170724 14.4207801749, 99.9869845225 15.6823145632);247.0
Phra Nakhon Si Ayutthaya;Narathiwat;LINESTRING(100.514170724 14.4207801749, 101.751727633 6.12680622765);2.0
Phra Nakhon Si Ayutthaya;Nakhon Nayok;LINESTRING(100.514170724 14.4207801749, 101.218224714 14.262571957);146.0
Phra Nakhon Si Ayutthaya;Phetchaburi;LINESTRING(100.514170724 14.4207801749, 99.6075392745 12.9986537807);136.0
Phra Nakhon Si Ayutthaya;Phichit;LINESTRING(100.514170724 14.4207801749, 100.409668319 16.2635958818);34.0
Phra Nakhon Si Ayutthaya;Prachuap Khiri Khan;LINESTRING(100.514170724 14.4207801749, 99.5777392025 11.8001333794);136.0
Phra Nakhon Si Ayutthaya;Phuket;LINESTRING(100.514170724 14.4207801749, 98.2727379223 7.86370621154);39.0
Phra Nakhon Si Ayutthaya;Phatthalung;LINESTRING(100.514170724 14.4207801749, 100.045088379 7.45917876629);8.0
Phra Nakhon Si Ayutthaya;Phitsanulok;LINESTRING(100.514170724 14.4207801749, 100.518454781 17.0947359704);89.0
Phra Nakhon Si Ayutthaya;Phang Nga;LINESTRING(100.514170724 14.4207801749, 98.1018967416 8.69774345234);17.0
Phra Nakhon Si Ayutthaya;Phetchabun;LINESTRING(100.514170724 14.4207801749, 101.242596454 16.3926965851);72.0
Phra Nakhon Si Ayutthaya;Phrae;LINESTRING(100.514170724 14.4207801749, 100.012937431 18.2139119856);24.0
Phra Nakhon Si Ayutthaya;Prachinburi;LINESTRING(100.514170724 14.4207801749, 101.618777543 14.0445407759);44.0
Phra Nakhon Si Ayutthaya;Pathum Thani;LINESTRING(100.514170724 14.4207801749, 100.56915304 14.0830923585);3850.0
Pattani;Phra Nakhon Si Ayutthaya;LINESTRING(101.347821677 6.73989916225, 100.514170724 14.4207801749);0.0
Phra Nakhon Si Ayutthaya;Phayao;LINESTRING(100.514170724 14.4207801749, 100.225624368 19.2180780435);16.0
Phra Nakhon Si Ayutthaya;Ratchaburi;LINESTRING(100.514170724 14.4207801749, 99.5857449774 13.5495309307);88.0
Phra Nakhon Si Ayutthaya;Roi Et;LINESTRING(100.514170724 14.4207801749, 103.828448191 15.9385220182);9.0
Phra Nakhon Si Ayutthaya;Ranong;LINESTRING(100.514170724 14.4207801749, 98.563678981 9.92248571424);5.0
Phra Nakhon Si Ayutthaya;Rayong;LINESTRING(100.514170724 14.4207801749, 101.343222133 12.8409659694);107.0
Phra Nakhon Si Ayutthaya;Sing Buri;LINESTRING(100.514170724 14.4207801749, 100.320977667 14.8716158255);278.0
Phra Nakhon Si Ayutthaya;Songkhla;LINESTRING(100.514170724 14.4207801749, 100.548759187 6.94884143693);8.0
Phra Nakhon Si Ayutthaya;Samut Songkhram;LINESTRING(100.514170724 14.4207801749, 99.9367402385 13.3593198916);55.0
