uid;polyline;isLeafNode;province
25788;LINESTRING(105.780022393 15.2250163758, 105.587875634 15.2250163758, 105.587875634 15.0450141818, 105.780022393 15.0450141818, 105.780022393 15.2250163758);True;NULL
25782;LINESTRING(105.395728875 15.4050185697, 105.011435358 15.4050185697, 105.011435358 15.0450141818, 105.395728875 15.0450141818, 105.395728875 15.4050185697);True;Ubon Ratchathani
25783;LINESTRING(105.395728875 15.0450141818, 105.011435358 15.0450141818, 105.011435358 14.6850097939, 105.395728875 14.6850097939, 105.395728875 15.0450141818);True;Ubon Ratchathani
25845;LINESTRING(105.780022393 15.0450141818, 105.587875634 15.0450141818, 105.587875634 14.8650119879, 105.780022393 14.8650119879, 105.780022393 15.0450141818);True;NULL
25846;LINESTRING(105.587875634 15.0450141818, 105.395728875 15.0450141818, 105.395728875 14.8650119879, 105.587875634 14.8650119879, 105.587875634 15.0450141818);True;Ubon Ratchathani
25847;LINESTRING(105.587875634 14.8650119879, 105.395728875 14.8650119879, 105.395728875 14.6850097939, 105.587875634 14.6850097939, 105.587875634 14.8650119879);True;Ubon Ratchathani
25848;LINESTRING(105.780022393 14.8650119879, 105.587875634 14.8650119879, 105.587875634 14.6850097939, 105.780022393 14.6850097939, 105.780022393 14.8650119879);True;NULL
25612;LINESTRING(106.548609429 15.4050185697, 105.780022393 15.4050185697, 105.780022393 14.6850097939, 106.548609429 14.6850097939, 106.548609429 15.4050185697);True;NULL
21856;LINESTRING(109.622957572 17.565044897, 106.548609429 17.565044897, 106.548609429 14.6850097939, 109.622957572 14.6850097939, 109.622957572 17.565044897);True;NULL
27317;LINESTRING(103.474261286 20.44508, 101.937087215 20.44508, 101.937087215 19.0050624485, 103.474261286 19.0050624485, 103.474261286 20.44508);True;NULL
27661;LINESTRING(101.937087215 20.44508, 101.168500179 20.44508, 101.168500179 19.7250712242, 101.937087215 19.7250712242, 101.937087215 20.44508);True;NULL
27749;LINESTRING(101.168500179 20.44508, 100.784206661 20.44508, 100.784206661 20.0850756121, 101.168500179 20.0850756121, 101.168500179 20.44508);True;NULL
27773;LINESTRING(100.784206661 20.44508, 100.592059902 20.44508, 100.592059902 20.2650778061, 100.784206661 20.2650778061, 100.784206661 20.44508);True;NULL
27774;LINESTRING(100.592059902 20.44508, 100.399913143 20.44508, 100.399913143 20.2650778061, 100.592059902 20.2650778061, 100.592059902 20.44508);True;NULL
27785;LINESTRING(100.592059902 20.2650778061, 100.495986522 20.2650778061, 100.495986522 20.1750767091, 100.592059902 20.1750767091, 100.592059902 20.2650778061);True;NULL
27786;LINESTRING(100.495986522 20.2650778061, 100.399913143 20.2650778061, 100.399913143 20.1750767091, 100.495986522 20.1750767091, 100.495986522 20.2650778061);True;Chiang Rai
27787;LINESTRING(100.495986522 20.1750767091, 100.399913143 20.1750767091, 100.399913143 20.0850756121, 100.495986522 20.0850756121, 100.495986522 20.1750767091);True;Chiang Rai
27788;LINESTRING(100.592059902 20.1750767091, 100.495986522 20.1750767091, 100.495986522 20.0850756121, 100.592059902 20.0850756121, 100.592059902 20.1750767091);True;Chiang Rai
27776;LINESTRING(100.784206661 20.2650778061, 100.592059902 20.2650778061, 100.592059902 20.0850756121, 100.784206661 20.0850756121, 100.784206661 20.2650778061);True;NULL
27793;LINESTRING(100.784206661 20.0850756121, 100.592059902 20.0850756121, 100.592059902 19.9050734182, 100.784206661 19.9050734182, 100.784206661 20.0850756121);True;NULL
27794;LINESTRING(100.592059902 20.0850756121, 100.399913143 20.0850756121, 100.399913143 19.9050734182, 100.592059902 19.9050734182, 100.592059902 20.0850756121);True;Chiang Rai
27805;LINESTRING(100.592059902 19.9050734182, 100.495986522 19.9050734182, 100.495986522 19.8150723212, 100.592059902 19.8150723212, 100.592059902 19.9050734182);True;NULL
27806;LINESTRING(100.495986522 19.9050734182, 100.399913143 19.9050734182, 100.399913143 19.8150723212, 100.495986522 19.8150723212, 100.495986522 19.9050734182);True;Chiang Rai
27807;LINESTRING(100.495986522 19.8150723212, 100.399913143 19.8150723212, 100.399913143 19.7250712242, 100.495986522 19.7250712242, 100.495986522 19.8150723212);True;NULL
27808;LINESTRING(100.592059902 19.8150723212, 100.495986522 19.8150723212, 100.495986522 19.7250712242, 100.592059902 19.7250712242, 100.592059902 19.8150723212);True;NULL
27796;LINESTRING(100.784206661 19.9050734182, 100.592059902 19.9050734182, 100.592059902 19.7250712242, 100.784206661 19.7250712242, 100.784206661 19.9050734182);True;NULL
27752;LINESTRING(101.168500179 20.0850756121, 100.784206661 20.0850756121, 100.784206661 19.7250712242, 101.168500179 19.7250712242, 101.168500179 20.0850756121);True;NULL
27841;LINESTRING(101.168500179 19.7250712242, 101.072426799 19.7250712242, 101.072426799 19.6350701273, 101.168500179 19.6350701273, 101.168500179 19.7250712242);True;NULL
27842;LINESTRING(101.072426799 19.7250712242, 100.97635342 19.7250712242, 100.97635342 19.6350701273, 101.072426799 19.6350701273, 101.072426799 19.7250712242);True;NULL
27843;LINESTRING(101.072426799 19.6350701273, 100.97635342 19.6350701273, 100.97635342 19.5450690303, 101.072426799 19.5450690303, 101.072426799 19.6350701273);True;Nan
27844;LINESTRING(101.168500179 19.6350701273, 101.072426799 19.6350701273, 101.072426799 19.5450690303, 101.168500179 19.5450690303, 101.168500179 19.6350701273);True;Nan
27845;LINESTRING(100.97635342 19.7250712242, 100.88028004 19.7250712242, 100.88028004 19.6350701273, 100.97635342 19.6350701273, 100.97635342 19.7250712242);True;NULL
27846;LINESTRING(100.88028004 19.7250712242, 100.784206661 19.7250712242, 100.784206661 19.6350701273, 100.88028004 19.6350701273, 100.88028004 19.7250712242);True;NULL
27847;LINESTRING(100.88028004 19.6350701273, 100.784206661 19.6350701273, 100.784206661 19.5450690303, 100.88028004 19.5450690303, 100.88028004 19.6350701273);True;Nan
27848;LINESTRING(100.97635342 19.6350701273, 100.88028004 19.6350701273, 100.88028004 19.5450690303, 100.97635342 19.5450690303, 100.97635342 19.6350701273);True;Nan
27839;LINESTRING(100.97635342 19.5450690303, 100.784206661 19.5450690303, 100.784206661 19.3650668364, 100.97635342 19.3650668364, 100.97635342 19.5450690303);True;Nan
27840;LINESTRING(101.168500179 19.5450690303, 100.97635342 19.5450690303, 100.97635342 19.3650668364, 101.168500179 19.3650668364, 101.168500179 19.5450690303);True;Nan
27857;LINESTRING(100.784206661 19.7250712242, 100.592059902 19.7250712242, 100.592059902 19.5450690303, 100.784206661 19.5450690303, 100.784206661 19.7250712242);True;NULL
27858;LINESTRING(100.592059902 19.7250712242, 100.399913143 19.7250712242, 100.399913143 19.5450690303, 100.592059902 19.5450690303, 100.592059902 19.7250712242);True;NULL
27869;LINESTRING(100.592059902 19.5450690303, 100.495986522 19.5450690303, 100.495986522 19.4550679333, 100.592059902 19.4550679333, 100.592059902 19.5450690303);True;Phayao
27870;LINESTRING(100.495986522 19.5450690303, 100.399913143 19.5450690303, 100.399913143 19.4550679333, 100.495986522 19.4550679333, 100.495986522 19.5450690303);True;Phayao
27871;LINESTRING(100.495986522 19.4550679333, 100.399913143 19.4550679333, 100.399913143 19.3650668364, 100.495986522 19.3650668364, 100.495986522 19.4550679333);True;Phayao
27872;LINESTRING(100.592059902 19.4550679333, 100.495986522 19.4550679333, 100.495986522 19.3650668364, 100.592059902 19.3650668364, 100.592059902 19.4550679333);True;Nan
27860;LINESTRING(100.784206661 19.5450690303, 100.592059902 19.5450690303, 100.592059902 19.3650668364, 100.784206661 19.3650668364, 100.784206661 19.5450690303);True;Nan
27877;LINESTRING(100.784206661 19.3650668364, 100.592059902 19.3650668364, 100.592059902 19.1850646424, 100.784206661 19.1850646424, 100.784206661 19.3650668364);True;Nan
27878;LINESTRING(100.592059902 19.3650668364, 100.399913143 19.3650668364, 100.399913143 19.1850646424, 100.592059902 19.1850646424, 100.592059902 19.3650668364);True;Phayao
27879;LINESTRING(100.592059902 19.1850646424, 100.399913143 19.1850646424, 100.399913143 19.0050624485, 100.592059902 19.0050624485, 100.592059902 19.1850646424);True;Phayao
27880;LINESTRING(100.784206661 19.1850646424, 100.592059902 19.1850646424, 100.592059902 19.0050624485, 100.784206661 19.0050624485, 100.784206661 19.1850646424);True;Nan
27836;LINESTRING(101.168500179 19.3650668364, 100.784206661 19.3650668364, 100.784206661 19.0050624485, 101.168500179 19.0050624485, 101.168500179 19.3650668364);True;Nan
27917;LINESTRING(101.937087215 19.7250712242, 101.552793697 19.7250712242, 101.552793697 19.3650668364, 101.937087215 19.3650668364, 101.937087215 19.7250712242);True;NULL
27941;LINESTRING(101.552793697 19.7250712242, 101.360646938 19.7250712242, 101.360646938 19.5450690303, 101.552793697 19.5450690303, 101.552793697 19.7250712242);True;NULL
27949;LINESTRING(101.360646938 19.7250712242, 101.264573558 19.7250712242, 101.264573558 19.6350701273, 101.360646938 19.6350701273, 101.360646938 19.7250712242);True;NULL
27950;LINESTRING(101.264573558 19.7250712242, 101.168500179 19.7250712242, 101.168500179 19.6350701273, 101.264573558 19.6350701273, 101.264573558 19.7250712242);True;NULL
27951;LINESTRING(101.264573558 19.6350701273, 101.168500179 19.6350701273, 101.168500179 19.5450690303, 101.264573558 19.5450690303, 101.264573558 19.6350701273);True;Nan
27952;LINESTRING(101.360646938 19.6350701273, 101.264573558 19.6350701273, 101.264573558 19.5450690303, 101.360646938 19.5450690303, 101.360646938 19.6350701273);True;NULL
27953;LINESTRING(101.360646938 19.5450690303, 101.264573558 19.5450690303, 101.264573558 19.4550679333, 101.360646938 19.4550679333, 101.360646938 19.5450690303);True;NULL
27954;LINESTRING(101.264573558 19.5450690303, 101.168500179 19.5450690303, 101.168500179 19.4550679333, 101.264573558 19.4550679333, 101.264573558 19.5450690303);True;Nan
27955;LINESTRING(101.264573558 19.4550679333, 101.168500179 19.4550679333, 101.168500179 19.3650668364, 101.264573558 19.3650668364, 101.264573558 19.4550679333);True;Nan
27956;LINESTRING(101.360646938 19.4550679333, 101.264573558 19.4550679333, 101.264573558 19.3650668364, 101.360646938 19.3650668364, 101.360646938 19.4550679333);True;Nan
27944;LINESTRING(101.552793697 19.5450690303, 101.360646938 19.5450690303, 101.360646938 19.3650668364, 101.552793697 19.3650668364, 101.552793697 19.5450690303);True;NULL
27965;LINESTRING(101.552793697 19.3650668364, 101.456720317 19.3650668364, 101.456720317 19.2750657394, 101.552793697 19.2750657394, 101.552793697 19.3650668364);True;NULL
27966;LINESTRING(101.456720317 19.3650668364, 101.360646938 19.3650668364, 101.360646938 19.2750657394, 101.456720317 19.2750657394, 101.456720317 19.3650668364);True;Nan
27967;LINESTRING(101.456720317 19.2750657394, 101.360646938 19.2750657394, 101.360646938 19.1850646424, 101.456720317 19.1850646424, 101.456720317 19.2750657394);True;NULL
27968;LINESTRING(101.552793697 19.2750657394, 101.456720317 19.2750657394, 101.456720317 19.1850646424, 101.552793697 19.1850646424, 101.552793697 19.2750657394);True;NULL
27962;LINESTRING(101.360646938 19.3650668364, 101.168500179 19.3650668364, 101.168500179 19.1850646424, 101.360646938 19.1850646424, 101.360646938 19.3650668364);True;Nan
27963;LINESTRING(101.360646938 19.1850646424, 101.168500179 19.1850646424, 101.168500179 19.0050624485, 101.360646938 19.0050624485, 101.360646938 19.1850646424);True;Nan
27964;LINESTRING(101.552793697 19.1850646424, 101.360646938 19.1850646424, 101.360646938 19.0050624485, 101.552793697 19.0050624485, 101.552793697 19.1850646424);True;NULL
27920;LINESTRING(101.937087215 19.3650668364, 101.552793697 19.3650668364, 101.552793697 19.0050624485, 101.937087215 19.0050624485, 101.937087215 19.3650668364);True;NULL
28005;LINESTRING(101.937087215 19.0050624485, 101.552793697 19.0050624485, 101.552793697 18.6450580606, 101.937087215 18.6450580606, 101.937087215 19.0050624485);True;NULL
28029;LINESTRING(101.552793697 19.0050624485, 101.360646938 19.0050624485, 101.360646938 18.8250602545, 101.552793697 18.8250602545, 101.552793697 19.0050624485);True;NULL
28037;LINESTRING(101.360646938 19.0050624485, 101.264573558 19.0050624485, 101.264573558 18.9150613515, 101.360646938 18.9150613515, 101.360646938 19.0050624485);True;Nan
28038;LINESTRING(101.264573558 19.0050624485, 101.168500179 19.0050624485, 101.168500179 18.9150613515, 101.264573558 18.9150613515, 101.264573558 19.0050624485);True;Nan
28039;LINESTRING(101.264573558 18.9150613515, 101.168500179 18.9150613515, 101.168500179 18.8250602545, 101.264573558 18.8250602545, 101.264573558 18.9150613515);True;Nan
28040;LINESTRING(101.360646938 18.9150613515, 101.264573558 18.9150613515, 101.264573558 18.8250602545, 101.360646938 18.8250602545, 101.360646938 18.9150613515);True;NULL
28041;LINESTRING(101.360646938 18.8250602545, 101.264573558 18.8250602545, 101.264573558 18.7350591576, 101.360646938 18.7350591576, 101.360646938 18.8250602545);True;NULL
28042;LINESTRING(101.264573558 18.8250602545, 101.168500179 18.8250602545, 101.168500179 18.7350591576, 101.264573558 18.7350591576, 101.264573558 18.8250602545);True;Nan
28043;LINESTRING(101.264573558 18.7350591576, 101.168500179 18.7350591576, 101.168500179 18.6450580606, 101.264573558 18.6450580606, 101.264573558 18.7350591576);True;Nan
28044;LINESTRING(101.360646938 18.7350591576, 101.264573558 18.7350591576, 101.264573558 18.6450580606, 101.360646938 18.6450580606, 101.360646938 18.7350591576);True;NULL
28032;LINESTRING(101.552793697 18.8250602545, 101.360646938 18.8250602545, 101.360646938 18.6450580606, 101.552793697 18.6450580606, 101.552793697 18.8250602545);True;NULL
28007;LINESTRING(101.552793697 18.6450580606, 101.168500179 18.6450580606, 101.168500179 18.2850536727, 101.552793697 18.2850536727, 101.552793697 18.6450580606);True;NULL
28008;LINESTRING(101.937087215 18.6450580606, 101.552793697 18.6450580606, 101.552793697 18.2850536727, 101.937087215 18.2850536727, 101.937087215 18.6450580606);True;NULL
28089;LINESTRING(101.168500179 19.0050624485, 100.784206661 19.0050624485, 100.784206661 18.6450580606, 101.168500179 18.6450580606, 101.168500179 19.0050624485);True;Nan
28090;LINESTRING(100.784206661 19.0050624485, 100.399913143 19.0050624485, 100.399913143 18.6450580606, 100.784206661 18.6450580606, 100.784206661 19.0050624485);True;Nan
28133;LINESTRING(100.784206661 18.6450580606, 100.592059902 18.6450580606, 100.592059902 18.4650558667, 100.784206661 18.4650558667, 100.784206661 18.6450580606);True;Nan
28134;LINESTRING(100.592059902 18.6450580606, 100.399913143 18.6450580606, 100.399913143 18.4650558667, 100.592059902 18.4650558667, 100.592059902 18.6450580606);True;Nan
28145;LINESTRING(100.592059902 18.4650558667, 100.495986522 18.4650558667, 100.495986522 18.3750547697, 100.592059902 18.3750547697, 100.592059902 18.4650558667);True;Nan
28146;LINESTRING(100.495986522 18.4650558667, 100.399913143 18.4650558667, 100.399913143 18.3750547697, 100.495986522 18.3750547697, 100.495986522 18.4650558667);True;Phrae
28147;LINESTRING(100.495986522 18.3750547697, 100.399913143 18.3750547697, 100.399913143 18.2850536727, 100.495986522 18.2850536727, 100.495986522 18.3750547697);True;Phrae
28148;LINESTRING(100.592059902 18.3750547697, 100.495986522 18.3750547697, 100.495986522 18.2850536727, 100.592059902 18.2850536727, 100.592059902 18.3750547697);True;Nan
28136;LINESTRING(100.784206661 18.4650558667, 100.592059902 18.4650558667, 100.592059902 18.2850536727, 100.784206661 18.2850536727, 100.784206661 18.4650558667);True;Nan
28153;LINESTRING(101.168500179 18.6450580606, 100.97635342 18.6450580606, 100.97635342 18.4650558667, 101.168500179 18.4650558667, 101.168500179 18.6450580606);True;Nan
28154;LINESTRING(100.97635342 18.6450580606, 100.784206661 18.6450580606, 100.784206661 18.4650558667, 100.97635342 18.4650558667, 100.97635342 18.6450580606);True;Nan
28155;LINESTRING(100.97635342 18.4650558667, 100.784206661 18.4650558667, 100.784206661 18.2850536727, 100.97635342 18.2850536727, 100.97635342 18.4650558667);True;Nan
28169;LINESTRING(101.168500179 18.4650558667, 101.072426799 18.4650558667, 101.072426799 18.3750547697, 101.168500179 18.3750547697, 101.168500179 18.4650558667);True;NULL
28170;LINESTRING(101.072426799 18.4650558667, 100.97635342 18.4650558667, 100.97635342 18.3750547697, 101.072426799 18.3750547697, 101.072426799 18.4650558667);True;Nan
28171;LINESTRING(101.072426799 18.3750547697, 100.97635342 18.3750547697, 100.97635342 18.2850536727, 101.072426799 18.2850536727, 101.072426799 18.3750547697);True;Uttaradit
28172;LINESTRING(101.168500179 18.3750547697, 101.072426799 18.3750547697, 101.072426799 18.2850536727, 101.168500179 18.2850536727, 101.168500179 18.3750547697);True;Uttaradit
28177;LINESTRING(101.168500179 18.2850536727, 100.97635342 18.2850536727, 100.97635342 18.1050514788, 101.168500179 18.1050514788, 101.168500179 18.2850536727);True;Uttaradit
28185;LINESTRING(100.97635342 18.2850536727, 100.88028004 18.2850536727, 100.88028004 18.1950525758, 100.97635342 18.1950525758, 100.97635342 18.2850536727);True;Nan
28186;LINESTRING(100.88028004 18.2850536727, 100.784206661 18.2850536727, 100.784206661 18.1950525758, 100.88028004 18.1950525758, 100.88028004 18.2850536727);True;Nan
28187;LINESTRING(100.88028004 18.1950525758, 100.784206661 18.1950525758, 100.784206661 18.1050514788, 100.88028004 18.1050514788, 100.88028004 18.1950525758);True;Uttaradit
28188;LINESTRING(100.97635342 18.1950525758, 100.88028004 18.1950525758, 100.88028004 18.1050514788, 100.97635342 18.1050514788, 100.97635342 18.1950525758);True;Uttaradit
28179;LINESTRING(100.97635342 18.1050514788, 100.784206661 18.1050514788, 100.784206661 17.9250492848, 100.97635342 17.9250492848, 100.97635342 18.1050514788);True;Uttaradit
28180;LINESTRING(101.168500179 18.1050514788, 100.97635342 18.1050514788, 100.97635342 17.9250492848, 101.168500179 17.9250492848, 101.168500179 18.1050514788);True;Uttaradit
28197;LINESTRING(100.784206661 18.2850536727, 100.592059902 18.2850536727, 100.592059902 18.1050514788, 100.784206661 18.1050514788, 100.784206661 18.2850536727);True;Nan
28205;LINESTRING(100.592059902 18.2850536727, 100.495986522 18.2850536727, 100.495986522 18.1950525758, 100.592059902 18.1950525758, 100.592059902 18.2850536727);True;Nan
28206;LINESTRING(100.495986522 18.2850536727, 100.399913143 18.2850536727, 100.399913143 18.1950525758, 100.495986522 18.1950525758, 100.495986522 18.2850536727);True;Phrae
28207;LINESTRING(100.495986522 18.1950525758, 100.399913143 18.1950525758, 100.399913143 18.1050514788, 100.495986522 18.1050514788, 100.495986522 18.1950525758);True;Phrae
28208;LINESTRING(100.592059902 18.1950525758, 100.495986522 18.1950525758, 100.495986522 18.1050514788, 100.592059902 18.1050514788, 100.592059902 18.1950525758);True;Nan
28209;LINESTRING(100.592059902 18.1050514788, 100.495986522 18.1050514788, 100.495986522 18.0150503818, 100.592059902 18.0150503818, 100.592059902 18.1050514788);True;Nan
28210;LINESTRING(100.495986522 18.1050514788, 100.399913143 18.1050514788, 100.399913143 18.0150503818, 100.495986522 18.0150503818, 100.495986522 18.1050514788);True;Nan
28211;LINESTRING(100.495986522 18.0150503818, 100.399913143 18.0150503818, 100.399913143 17.9250492848, 100.495986522 17.9250492848, 100.495986522 18.0150503818);True;Uttaradit
28212;LINESTRING(100.592059902 18.0150503818, 100.495986522 18.0150503818, 100.495986522 17.9250492848, 100.592059902 17.9250492848, 100.592059902 18.0150503818);True;Uttaradit
28213;LINESTRING(100.784206661 18.1050514788, 100.688133281 18.1050514788, 100.688133281 18.0150503818, 100.784206661 18.0150503818, 100.784206661 18.1050514788);True;Nan
28214;LINESTRING(100.688133281 18.1050514788, 100.592059902 18.1050514788, 100.592059902 18.0150503818, 100.688133281 18.0150503818, 100.688133281 18.1050514788);True;Nan
28215;LINESTRING(100.688133281 18.0150503818, 100.592059902 18.0150503818, 100.592059902 17.9250492848, 100.688133281 17.9250492848, 100.688133281 18.0150503818);True;Uttaradit
28216;LINESTRING(100.784206661 18.0150503818, 100.688133281 18.0150503818, 100.688133281 17.9250492848, 100.784206661 17.9250492848, 100.784206661 18.0150503818);True;Uttaradit
28175;LINESTRING(100.784206661 17.9250492848, 100.399913143 17.9250492848, 100.399913143 17.565044897, 100.784206661 17.565044897, 100.784206661 17.9250492848);True;Uttaradit
28241;LINESTRING(101.168500179 17.9250492848, 101.072426799 17.9250492848, 101.072426799 17.8350481879, 101.168500179 17.8350481879, 101.168500179 17.9250492848);True;NULL
28242;LINESTRING(101.072426799 17.9250492848, 100.97635342 17.9250492848, 100.97635342 17.8350481879, 101.072426799 17.8350481879, 101.072426799 17.9250492848);True;NULL
28243;LINESTRING(101.072426799 17.8350481879, 100.97635342 17.8350481879, 100.97635342 17.7450470909, 101.072426799 17.7450470909, 101.072426799 17.8350481879);True;Uttaradit
28244;LINESTRING(101.168500179 17.8350481879, 101.072426799 17.8350481879, 101.072426799 17.7450470909, 101.168500179 17.7450470909, 101.168500179 17.8350481879);True;NULL
28238;LINESTRING(100.97635342 17.9250492848, 100.784206661 17.9250492848, 100.784206661 17.7450470909, 100.97635342 17.7450470909, 100.97635342 17.9250492848);True;Uttaradit
28249;LINESTRING(100.97635342 17.7450470909, 100.88028004 17.7450470909, 100.88028004 17.6550459939, 100.97635342 17.6550459939, 100.97635342 17.7450470909);True;Phitsanulok
28250;LINESTRING(100.88028004 17.7450470909, 100.784206661 17.7450470909, 100.784206661 17.6550459939, 100.88028004 17.6550459939, 100.88028004 17.7450470909);True;Uttaradit
28251;LINESTRING(100.88028004 17.6550459939, 100.784206661 17.6550459939, 100.784206661 17.565044897, 100.88028004 17.565044897, 100.88028004 17.6550459939);True;Phitsanulok
28252;LINESTRING(100.97635342 17.6550459939, 100.88028004 17.6550459939, 100.88028004 17.565044897, 100.97635342 17.565044897, 100.97635342 17.6550459939);True;Phitsanulok
28253;LINESTRING(101.168500179 17.7450470909, 101.072426799 17.7450470909, 101.072426799 17.6550459939, 101.168500179 17.6550459939, 101.168500179 17.7450470909);True;NULL
28254;LINESTRING(101.072426799 17.7450470909, 100.97635342 17.7450470909, 100.97635342 17.6550459939, 101.072426799 17.6550459939, 101.072426799 17.7450470909);True;Uttaradit
28255;LINESTRING(101.072426799 17.6550459939, 100.97635342 17.6550459939, 100.97635342 17.565044897, 101.072426799 17.565044897, 101.072426799 17.6550459939);True;Loei
28256;LINESTRING(101.168500179 17.6550459939, 101.072426799 17.6550459939, 101.072426799 17.565044897, 101.168500179 17.565044897, 101.168500179 17.6550459939);True;NULL
28261;LINESTRING(101.937087215 18.2850536727, 101.744940456 18.2850536727, 101.744940456 18.1050514788, 101.937087215 18.1050514788, 101.937087215 18.2850536727);True;NULL
28262;LINESTRING(101.744940456 18.2850536727, 101.552793697 18.2850536727, 101.552793697 18.1050514788, 101.744940456 18.1050514788, 101.744940456 18.2850536727);True;NULL
28263;LINESTRING(101.744940456 18.1050514788, 101.552793697 18.1050514788, 101.552793697 17.9250492848, 101.744940456 17.9250492848, 101.744940456 18.1050514788);True;NULL
28277;LINESTRING(101.937087215 18.1050514788, 101.841013835 18.1050514788, 101.841013835 18.0150503818, 101.937087215 18.0150503818, 101.937087215 18.1050514788);True;NULL
28278;LINESTRING(101.841013835 18.1050514788, 101.744940456 18.1050514788, 101.744940456 18.0150503818, 101.841013835 18.0150503818, 101.841013835 18.1050514788);True;Loei
28279;LINESTRING(101.841013835 18.0150503818, 101.744940456 18.0150503818, 101.744940456 17.9250492848, 101.841013835 17.9250492848, 101.841013835 18.0150503818);True;Loei
28280;LINESTRING(101.937087215 18.0150503818, 101.841013835 18.0150503818, 101.841013835 17.9250492848, 101.937087215 17.9250492848, 101.937087215 18.0150503818);True;Loei
28258;LINESTRING(101.552793697 18.2850536727, 101.168500179 18.2850536727, 101.168500179 17.9250492848, 101.552793697 17.9250492848, 101.552793697 18.2850536727);True;NULL
28305;LINESTRING(101.552793697 17.9250492848, 101.456720317 17.9250492848, 101.456720317 17.8350481879, 101.552793697 17.8350481879, 101.552793697 17.9250492848);True;NULL
28306;LINESTRING(101.456720317 17.9250492848, 101.360646938 17.9250492848, 101.360646938 17.8350481879, 101.456720317 17.8350481879, 101.456720317 17.9250492848);True;NULL
28307;LINESTRING(101.456720317 17.8350481879, 101.360646938 17.8350481879, 101.360646938 17.7450470909, 101.456720317 17.7450470909, 101.456720317 17.8350481879);True;NULL
28308;LINESTRING(101.552793697 17.8350481879, 101.456720317 17.8350481879, 101.456720317 17.7450470909, 101.552793697 17.7450470909, 101.552793697 17.8350481879);True;Loei
28302;LINESTRING(101.360646938 17.9250492848, 101.168500179 17.9250492848, 101.168500179 17.7450470909, 101.360646938 17.7450470909, 101.360646938 17.9250492848);True;NULL
28313;LINESTRING(101.360646938 17.7450470909, 101.264573558 17.7450470909, 101.264573558 17.6550459939, 101.360646938 17.6550459939, 101.360646938 17.7450470909);True;NULL
28314;LINESTRING(101.264573558 17.7450470909, 101.168500179 17.7450470909, 101.168500179 17.6550459939, 101.264573558 17.6550459939, 101.264573558 17.7450470909);True;NULL
28315;LINESTRING(101.264573558 17.6550459939, 101.168500179 17.6550459939, 101.168500179 17.565044897, 101.264573558 17.565044897, 101.264573558 17.6550459939);True;NULL
28316;LINESTRING(101.360646938 17.6550459939, 101.264573558 17.6550459939, 101.264573558 17.565044897, 101.360646938 17.565044897, 101.360646938 17.6550459939);True;Loei
28304;LINESTRING(101.552793697 17.7450470909, 101.360646938 17.7450470909, 101.360646938 17.565044897, 101.552793697 17.565044897, 101.552793697 17.7450470909);True;Loei
28321;LINESTRING(101.937087215 17.9250492848, 101.744940456 17.9250492848, 101.744940456 17.7450470909, 101.937087215 17.7450470909, 101.937087215 17.9250492848);True;Loei
28329;LINESTRING(101.744940456 17.9250492848, 101.648867076 17.9250492848, 101.648867076 17.8350481879, 101.744940456 17.8350481879, 101.744940456 17.9250492848);True;Loei
28330;LINESTRING(101.648867076 17.9250492848, 101.552793697 17.9250492848, 101.552793697 17.8350481879, 101.648867076 17.8350481879, 101.648867076 17.9250492848);True;NULL
28331;LINESTRING(101.648867076 17.8350481879, 101.552793697 17.8350481879, 101.552793697 17.7450470909, 101.648867076 17.7450470909, 101.648867076 17.8350481879);True;Loei
28332;LINESTRING(101.744940456 17.8350481879, 101.648867076 17.8350481879, 101.648867076 17.7450470909, 101.744940456 17.7450470909, 101.744940456 17.8350481879);True;Loei
28323;LINESTRING(101.744940456 17.7450470909, 101.552793697 17.7450470909, 101.552793697 17.565044897, 101.744940456 17.565044897, 101.744940456 17.7450470909);True;Loei
28324;LINESTRING(101.937087215 17.7450470909, 101.744940456 17.7450470909, 101.744940456 17.565044897, 101.937087215 17.565044897, 101.937087215 17.7450470909);True;Loei
28345;LINESTRING(103.474261286 19.0050624485, 103.089967768 19.0050624485, 103.089967768 18.6450580606, 103.474261286 18.6450580606, 103.474261286 19.0050624485);True;NULL
28346;LINESTRING(103.089967768 19.0050624485, 102.70567425 19.0050624485, 102.70567425 18.6450580606, 103.089967768 18.6450580606, 103.089967768 19.0050624485);True;NULL
28389;LINESTRING(103.089967768 18.6450580606, 102.897821009 18.6450580606, 102.897821009 18.4650558667, 103.089967768 18.4650558667, 103.089967768 18.6450580606);True;NULL
28390;LINESTRING(102.897821009 18.6450580606, 102.70567425 18.6450580606, 102.70567425 18.4650558667, 102.897821009 18.4650558667, 102.897821009 18.6450580606);True;NULL
28391;LINESTRING(102.897821009 18.4650558667, 102.70567425 18.4650558667, 102.70567425 18.2850536727, 102.897821009 18.2850536727, 102.897821009 18.4650558667);True;NULL
28405;LINESTRING(103.089967768 18.4650558667, 102.993894389 18.4650558667, 102.993894389 18.3750547697, 103.089967768 18.3750547697, 103.089967768 18.4650558667);True;Nong Khai
28406;LINESTRING(102.993894389 18.4650558667, 102.897821009 18.4650558667, 102.897821009 18.3750547697, 102.993894389 18.3750547697, 102.993894389 18.4650558667);True;NULL
